Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
441708,618-зд от 17.10.2022,анп 'объединение 'дормост',7839290053,ао 'по 'возрождение',7811062995,петроградский,"санкт-петербург, петровская ул. у д.6 по петровской наб.; троицкая пл. п.с",полное закрытие дв,работы по ремонту покрытий,20221020,20221031,20230316,(этап 4),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=566661&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=441708&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e485814&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=221307&p3=247&p4=441708,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95033&p3=107&p4=441708,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e441708&msk=0&t=1
441890,621-зд от 21.10.2022,гбоу средняя школа №18 санктпетербурга,7801136052,ооо 'свэм',7810376438,василеостровский,пр.кима от железноводской ул. до уральской ул.),огранич.движения,работы по реконструкции инженерных коммуникаций,20221112,20221120,20221125,(этап 1) и с 19.11.2022 по 20.11.2022 (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=567141&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=441890&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507292&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=221554&p3=234&p4=441890,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95140&p3=53&p4=441890,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e441890&msk=0&t=1
442007,622-зд от 24.10.2022,гуп 'водоканал санкт-петербурга',7830000426,ооо 'энергосеть',5001061220,кировский,пр.стачек у ул. лени голикова),огранич.движения,работы по реконструкции инженерных сетей,20221101,20230220,20230221,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=567184&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442007&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508328&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=221788&p3=238&p4=442007,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95193&p3=68&p4=442007,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442007&msk=0&t=1
442056,624-зд от 25.10.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,калининский,"санкт-петербург, перекресток пискаревского пр. и пр.мечникова",огранич.движения,работы по реконструкции светофорного объекта,20221029,20221124,20221129,(этапы 2-6 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=567523&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442056&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508412&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=222026&p3=243&p4=442056,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95261&p3=90&p4=442056,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442056&msk=0&t=1
442058,626-зд от 25.10.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,василеостровский,"санкт-петербург, 10-11 линия в.о. от наб.реки смоленки до малого пр.в.о",огранич.движения,работы по строительству инженерных сетей,20221029,20221116,20230316,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=567559&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442058&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e441377&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=222269&p3=234&p4=442058,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95351&p3=51&p4=442058,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442058&msk=0&t=1
442062,625-зд от 25.10.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,красносельский,"санкт-петербург, перекрёсток санкт-петербургского шоссе и пр.будённого",огранич.движения,работы по прокладке инженерных сетей,20221029,20230618,20230627,(этапы 1-7.3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=567561&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442062&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e508446&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=222503&p3=243&p4=442062,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95402&p3=82&p4=442062,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442062&msk=0&t=1
442064,623-зд от 25.10.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,кировский,пр.маршала жукова (боковой проезд) от пр.народного ополчения до пр.ветеранов),огранич.движения,работы по ремонту дорожного покрытия,20221102,20221129,20221130,"(этапы 1, 2, 3, 4.1, 4.2, 4.3, 6 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=568167&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442064&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486052&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=222746&p3=246&p4=442064,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95484&p3=98&p4=442064,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442064&msk=0&t=1
442169,628-зд от 28.10.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,приморский,межевая ул. (посёлок лисий нос) от озерковской ул. до мариинского пр.),полное закрытие дв,работы по прокладке инженерных сетей,20221104,20221110,20230315,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=568572&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442169&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e441518&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=222992&p3=234&p4=442169,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95582&p3=55&p4=442169,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442169&msk=0&t=1
442177,627-зд от 28.10.2022,гуп 'водоканал санкт-петербурга',7830000426,ооо 'навигатор-сбс',7811637812,колпинский,раумская ул. (г.колпино) у ул.веры слуцкой),полное закрытие дв,работы по прокладке водопровода,20221123,20221210,20221212,(этап 3.3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=569374&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442177&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508468&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=223226&p3=234&p4=442177,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95637&p3=53&p4=442177,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442177&msk=0&t=1
442233,632-зд от 31.10.2022,спб гку 'дирекция транспортного строительства',7825342390,ооо 'л а т',7801275144,фрунзенский,карпатская ул. от малой балканской ул. до грузового проезда),полное закрытие дв,работы по прокладке инженерных сетей при ремонте дороги,20221107,20230902,20230923,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570409&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442233&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508467&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=223460&p3=234&p4=442233,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95690&p3=53&p4=442233,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442233&msk=0&t=1
442232,629-зд от 28.10.2022,спб гку 'додд',7801145804,ооо 'доркон',7843004604,калининский,"г.санкт-петербург, перекресток ул.руставели и северного пр",огранич.движения,работы по реконструкции светофорного объекта,20221103,20221126,20221129,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=568568&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442232&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508466&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=223694&p3=238&p4=442232,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95743&p3=72&p4=442232,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442232&msk=0&t=1
442236,631-зд от 31.10.2022,ооо 'скн нвк',7838057216,ооо 'скн нвк',7838057216,московский,ташкентская ул. у парфёновской ул.),полное закрытие дв,работы по прокладке водопровода,20221103,20221114,20221114,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570189&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442236&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486168&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=223932&p3=238&p4=442236,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95815&p3=66&p4=442236,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442236&msk=0&t=1
442239,630-зд от 31.10.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,петродворцовый,кооперативная ул. (г.петергоф) от пер.цыганкова до бобыльской дороги; пер.цыганкова),полное закрытие дв,работы по строительству газопровода,20221110,20221125,20221128,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570187&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442239&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e441815&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=224170&p3=238&p4=442239,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95881&p3=62&p4=442239,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442239&msk=0&t=1
442406,633-зд от 02.11.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,калининский,"Cанкт-петербург, перекресток светлановского пр. и пр.луначарского",огранич.движения,работы по реконструкции светофорного объекта,20221107,20221209,20221222,(этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570440&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442406&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486202&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=224408&p3=247&p4=442406,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=95943&p3=109&p4=442406,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442406&msk=0&t=1
442411,634-зд от 02.11.2022,ао 'спб цдж',7838469428,ао 'спб цдж',7838469428,василеостровский,"санкт-петербург, 8-9 линия в.о. у д.46",огранич.движения,работы по размещению пешеходной галереи,20221105,20250530,-,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=569979&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442411&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486194&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=224655&p3=234&p4=442411,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96052&p3=55&p4=442411,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442411&msk=0&t=1
442414,635-зд от 02.11.2022,гуп 'водоканал санкт-петербурга',7830000426,ооо 'скн нвк',7838057216,кронштадтский,цитадельское шоссе (г.кронштадт) от цитадельской дороги до ул.зосимова),полное закрытие дв,работы по реконструкции водопровода,20221105,20230103,20230104,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570615&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442414&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508473&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=224889&p3=250&p4=442414,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96107&p3=121&p4=442414,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442414&msk=0&t=1
442416,636-зд от 02.11.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,перфильева ул. от зеленогорской ул. до пр.энгельса),полное закрытие дв,работы по строительству инженерных сетей,20221117,20221123,20221205,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570616&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442416&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e441844&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=225139&p3=234&p4=442416,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96228&p3=58&p4=442416,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442416&msk=0&t=1
442418,637-зд от 02.11.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,красносельский,"стрельнинское шоссе (торики) , аннинское шоссе)",огранич.движения,работы по строительству газопровода,20221109,20230120,20230123,(этап 3) и с 19.01.2023 по 20.01.2023 (этап 4),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570860&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442418&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e439354&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=225373&p3=238&p4=442418,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96286&p3=70&p4=442418,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442418&msk=0&t=1
442425,642-зд от 11.11.2022,спб гбу 'мостотрест',7806215195,ао 'гк 'омега',7811744243,выборгский,_парнасский путепровод,огранич.движения,работы по ремонту дорожного покрытия,20221114,20221127,20221201,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=573603&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442425&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486327&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=225611&p3=234&p4=442425,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96356&p3=58&p4=442425,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442425&msk=0&t=1
442472,638-зд от 07.11.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,василеостровский,наличная ул. от малого пр. в.о. до ул.нахимова),огранич.движения,работы по ремонту трамвайных путей,20221111,20221230,20230112,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=570862&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442472&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508546&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=225845&p3=234&p4=442472,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96414&p3=55&p4=442472,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442472&msk=0&t=1
442474,640-зд от 07.11.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,невский,пр.обуховской обороны у д.60 от общественного пер. до ул.ольминского),огранич.движения,работы по устройству светофорного объекта,20221113,20221212,20221215,(этапы 1.2 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=571440&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442474&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508544&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=226079&p3=234&p4=442474,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96469&p3=51&p4=442474,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442474&msk=0&t=1
442476,639-зд от 07.11.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,невский,ул.2-й луч от смоляной ул. до пл.бехтерева),огранич.движения,работы по прокладке инженерных сетей,20221115,20221205,20221209,(этап 1); с 23.11.2022 по 05.12.2022 (этапы 4-9 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=571441&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442476&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e508538&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=226313&p3=234&p4=442476,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96520&p3=55&p4=442476,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442476&msk=0&t=1
442744,644-зд от 11.11.2022,ао 'теплосеть санкт-петербурга',7810577007,ао 'теплосеть санкт-петербурга',7810577007,центральный,пр.бакунина от синопской наб. до исполкомской ул.),закрытие одного напр,работы по реконструкции теплосети,20221115,20230515,20230829,закрывается направление движения транспорта от синопской наб. к исполкомской ул,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=571790&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442744&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508585&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=226547&p3=234&p4=442744,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96575&p3=55&p4=442744,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442744&msk=0&t=1
442745,643-зд от 11.11.2022,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,курортный,полевая ул. (посёлок молодёжное) у сочинской ул.),полное закрытие дв,работы по строительству инженерных сетей,20221117,20221123,20221130,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=571793&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442745&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e442091&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=226781&p3=234&p4=442745,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96630&p3=55&p4=442745,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442745&msk=0&t=1
442762,645-зд от 11.11.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,невский,ул.коллонтай от товарищеского пр. до ул.лопатина),огранич.движения,работы по прокладке газопровода,20221115,20230204,20230320,"(этапы 6.1, 3, 7, 8, 9 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=571863&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442762&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508149&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=227015&p3=251&p4=442762,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96685&p3=124&p4=442762,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442762&msk=0&t=1
442790,641-зд от 11.11.2022,тсж 'на барочной',7813414716,ооо 'живой дом',7805349372,петроградский,барочная ул. у д.4 от левашовского пр. до большой зелениной ул.),огранич.движения,работы по размещению временного ограждения при гидроизоляции фундамент,20221114,20221214,20221227,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572019&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442790&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508447&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=227266&p3=234&p4=442790,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96809&p3=55&p4=442790,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442790&msk=0&t=1
442792,646-зд от 14.11.2022,спб гку 'управление заказчика',7840014918,ооо 'энергетическое строительство',7813548237,колпинский,речной пер. (посёлок петро-славянка) от овражной ул. до тупика),полное закрытие дв,работы по прокладке инженерных сетей,20221117,20230224,20230301,(этап 10),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572021&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442792&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507090&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=227500&p3=250&p4=442792,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96864&p3=121&p4=442792,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442792&msk=0&t=1
442865,650-зд от 15.11.2022,спб гку 'дирекция транспортного строительства',7825342390,ао 'по 'возрождение',7811062995,василеостровский,биржевой мост,полное закрытие дв,работы по ремонту моста,20221129,20221207,20221130,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572070&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442865&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508003&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=227750&p3=251&p4=442865,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=96985&p3=120&p4=442865,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442865&msk=0&t=1
442870,653-зд от 15.11.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,калининский,"санкт-петербург, перекресток пискарёвского пр. и бестужевской ул",огранич.движения,работы по реконструкции светофорного объекта,20221122,20221215,20221226,(этапы 2-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572244&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442870&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e508591&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=228001&p3=247&p4=442870,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=97105&p3=101&p4=442870,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442870&msk=0&t=1
442873,651-зд от 15.11.2022,ооо 'навигатор-сбс',7811637812,ооо 'навигатор-сбс',7811637812,фрунзенский,витебская сортировочная ул. у д.2),огранич.движения,работы по прокладке электрокабеля,20221201,20230209,20230201,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572250&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442873&t=1,не ордер гати,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=228248&p3=238&p4=442873,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=97206&p3=70&p4=442873,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442873&msk=0&t=1
442883,649-зд от 14.11.2022,ао 'эталон ленспецсму',7802084569,ао 'эталон ленспецсму',7802084569,московский,парфёновская ул. от малой митрофаньевской ул. до ташкентской ул.),полное закрытие дв,работы по размещению временного ограждения,20221117,20230405,-,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572738&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442883&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e508506&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=228486&p3=238&p4=442883,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=97276&p3=70&p4=442883,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442883&msk=0&t=1
442888,652-зд от 15.11.2022,спб гку 'фкср',7809025523,ооо 'псб 'жилстрой',7842307444,петроградский,ул.лизы чайкиной от большой пушкарской ул. до ул.благоева),огранич.движения,работы по размещению пешеходной галереи,20221202,20241015,20240419,(этапы 2 и 3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=572836&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=442888&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e486336&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=228724&p3=242&p4=442888,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=97346&p3=89&p4=442888,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e442888&msk=0&t=1
